index;COORDENADOR;AREA;TITULO;SITUACAO;PERIODO;EDITAL;RESUMO
104;Michele Cristine da Cruz Costa;EDUCAÇÃO (CIÊNCIAS HUMANAS);Vozes e lutas para a instalação de uma unidade do Instituto Federal em Ribeirão Preto;Concluído;2023;[2023 - SRT] Programa Institucional Voluntário de Iniciação Científica e/ou Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Esse trabalho objetiva registrar as lutas, obstáculos, oposições e defesas que envolvem as frentes em prol da instalação de um campus do Instituto Federal em Ribeirão Preto no decorrer de 2023. Acompanhar esse processo - para além de uma análise de política educacional que toma como referência textos legislativos – possibilita a compreensão dos diferentes acordos e tensões ocorridos desde o processo de negociações até a materialização da instalação e início de atividades administrativas e acadêmicas. O processo de instalação de um novo câmpus nunca se refere ao entendimento somatório/quantitativo  de mais uma unidade de educação, de mais uma possibilidade de oferta  de ensino público e gratuito faz-se necessário entender os interesses pela instalação e as finalidade que integram a Rede Federal de Educação Profissional, Cientifica e Tecnológica. Para tanto, será analisado audiências públicas, notas oficiais, falas de reitores, interlocutores do Instituto Federal de São Paulo, representantes do Ministério da Educação, falas de representantes das Frentes de lutas pela instalação do campus, sociedade civil e diversas vozes manifestas nesse processo tanto em mídias digitais, como por meio de entrevistas.
105;Eduardo Andre Mossin;EDUCAÇÃO (CIÊNCIAS HUMANAS);A formação continuada de professores em Inteligência Artificial: Uma análise através da perspectiva de discentes de um Curso Técnico Integrado ao Ensino Médio;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;"De acordo com os dados da Unesco sobre a utilização da Inteligência Artificial (IA) na educação (UNESCO, 2023), apenas sete países desenvolveram ou estavam desenvolvendo programas de formação sobre IA para professores. Isto mostra que, na maioria dos países, os professores não têm acesso a uma formação bem estruturada sobre a utilização da IA na educação.  Para preparar os professores para a utilização responsável da IA, é preciso: formular materiais para apoiar os professores na utilização desses sistemas; orientá-los em relação às questões legais e éticas, principalmente no que tange a questões relacionadas à plágio e à promoção dos direitos humanos, igualdade étnico-racial e gênero; definir conhecimentos e competências que os professores necessitam para compreender e utilizar esses sistemas a fim de facilitar a aprendizagem na sala de aula e no seu próprio desenvolvimento profissional.  Assim, busca-se, através de uma pesquisa bibliográfica sobre os temas supracitados e de um questionário aplicado aos discentes do Técnico Integrado em Automação do IFSP Sertãozinho, compreender as expectativas dos estudantes em relação à incorporação de conhecimentos sobre IA por parte dos professores em suas disciplinas e, a partir disso, desenvolver um produto educacional (vídeo) que possa ser utilizado em programas de formação de professores."
106;Rozangela Nogueira de Moraes;LETRAS (LINGUÍSTICA, LETRAS E ARTES);O GÊNERO TELEVISIVO SITICOM COMO FERRAMENTA PARA O ENSINO-APRENDIZAGEM  DE LINGUA INGLESA;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Este estudo busca investigar os principais gêneros televisivos “Sitcom” a fim de propor um material de apoio a ser utilizado como ferramenta para o ensino-aprendizagem de língua inglesa junto a alunos do primeiro ano do ensino médio de uma Instituição Federal de Ensino. Primeiramente, será feita uma revisão bibliográfica, a respeito dos documentos oficiais, a Lei de Diretrizes e Bases da Educação Nacional (nº. 9394/96) e as Orientações Curriculares Nacionais para o Ensino Médio, no que diz respeito às habilidades a serem desenvolvidas no ensino de língua estrangeira no E.M. Na sequência, será feito um levantamento sobre as principais séries de TV (SITCOM) que possam ser utilizadas em sala de aula de primeiro ano do ensino médio que vão ao encontro do conteúdo programático descrito em Plano de Ensino e dos objetivos pretendidos para o ensino de Língua Inglesa. Após a seleção e categorização de  episódios das séries pretende-se relacioná-las aos objetivos pretendidos para o ensino de língua inglesa para o Ensino Médio, a fim de fornecer subsídios a professores de língua inglesa por meio da criação de repositório/ banco de dados/ que possa ser utilizado como material de apoio para professores de língua inglesa como sugestões de atividades.
107;Rodrigo Palucci Pantoni;CIÊNCIA DA COMPUTAÇÃO (CIÊNCIAS EXATAS E DA TERRA);Aplicativo para Visualização Consolidada de Imagens num Banco de Dados na Nuvem para Internet das Coisas;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A evolução tecnológica dos últimos anos tem proporcionado a materialização da chamada Internet das Coisas (IoT), cuja principal característica é de trocar informações entre diferentes dispositivos. As tecnologias que tornaram a IoT possível são: microcontroladores de baixo custo e alto poder de conectividade, plataforma de computação em nuvem e inteligência artificial. Neste contexto, este projeto tem como objetivo geral projetar e implementar um aplicativo Android para que consolide a visualização de imagens armazenadas por diferentes microcontroladores no banco de dados na nuvem Firebase. Espera-se com este projeto desenvolver um mecanismo que seja estável e eficiente para ser incorporado posteriormente em diferentes aplicações envolvendo visão computacional com processamento na nuvem.
108;Luander Bernardes;ASTRONOMIA (CIÊNCIAS EXATAS E DA TERRA);Extremófilos terrestres e a busca por bioassinaturas que denunciem a presença de vida extraterrestre;Concluído;2023;[2023 - SRT] Programa Institucional Voluntário de Iniciação Científica e/ou Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A Astrobiologia pode ser compreendida como uma ciência interdisciplinar que busca entender como a vida surgiu, evoluiu e se espalhou pelo Universo. Assim, as pesquisas na área abrangem temas diversos como, por exemplo, o estudo da habitabilidade planetária, a investigação das atmosferas de exoplanetas, a busca por bioassinaturas que denunciem a presença de vida, a dinâmica dos sistemas planetários, o ensino de ciências etc. A proposta da pesquisa está atrelada ao estudo de micro-organismos extremófilos e a sua importância para a construção de um banco de dados contendo bioassinaturas que possam servir como parâmetro de investigação da atmosfera de exoplanetas em busca de sinais de vida extraterrestre. Desse modo, pretende-se investigar as principais bandas de absorção de moléculas complexas como, por exemplo, partes de DNA, extraídas desses organismos.
109;Bruno Secco Faquin;EDUCAÇÃO FÍSICA (CIÊNCIAS DA SAÚDE);LATERALIDADE HUMANA: EFEITO DA TAREFA NA RELAÇÃO ENTRE PREFERÊNCIA LATERAL E ASSIMETRIA LATERAL DE DESEMPENHO;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A lateralidade humana está relacionada a características do lado direito e esquerdo, manifestando-se em dois componentes: preferência lateral e assimetria de desempenho.  Aproximadamente 90% da população é destra, levando a explicações genéticas de dominância do hemisfério cerebral esquerdo, uma vez que vias neurais de controle motor são predominantemente cruzadas. Nessa perspectiva de dominância lateral  o desempenho e preferência lateral seriam altamente relacionados. Todavia, estudos contrapõem a explicação genética, sugerindo que o ambiente e tarefa também desempenham papéis importantes, neste contexto o desempenho e preferência seriam componentes independentes. Este estudo investigará o efeito da complexidade da tarefa na relação entre preferência lateral e assimetria de desempenho motor. Participarão 20 estudantes destros com idades entre 15 e 19 anos. A preferência manual e magnitude dela será diagnosticada por meio do Inventário IPLAG. O desempenho de cada mão será verificado por meio do maior número de toques dos dedos durante 10 segundos, em três sequências diferentes variando a complexidade.  A ANOVA de medidas repetidas será utilizada para o desempenho entre as mãos e tarefas. E o teste de Spearman analisará a correlação entre entre os índices de assimetria de desempenho e preferência. O nível de significância adotado será de 5 % (P<0,05).
110;Rinaldo Macedo de Morais;CIÊNCIA DA COMPUTAÇÃO (CIÊNCIAS EXATAS E DA TERRA);Desenvolvimento de aplicação multimídia orientada a um museu de tecnologia;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O projeto está incluído no contexto de um museu de Tecnologia de um campus do IFSP, um espaço com acervo de objetos disponibilizado para pesquisa e visitação. O acervo inclui itens de natureza histórica, tanto de equipamentos e utilitários nas áreas técnicas, de eletroeletrônica, computação e mecânica quanto em acervo literário e documental, de entretenimento, utilidades domésticas e de modismos de época. Uma das demandas do museu é a necessidade de um sistema para catalogação e consulta dos itens do acervo. Esse sistema possibilitaria um melhor controle, consulta e publicização de conteúdos e pode auxiliar nas atividades pedagógicas e de visitação do museu, com acesso automatizado às informações, tanto descritivas quanto multimídia. Esse projeto tem como objetivo desenvolver uma aplicação computacional com informação multimídia orientada ao museu de tecnologia de Campus do IFSP. Serão utilizados recursos disponíveis na infraestrutura do campus e softwares de domínio público. O método baseia-se no modelo de ciclo de vida iterativo incremental, com quatro fases: identificação de requisitos, especificação de projeto, implementação e testes e validação. Espera-se contribuir com o museu em seus objetivos de auxiliar no processo de ensino-aprendizagem aos usuários que acessam esse espaço e na difusão de conhecimentos para a comunidade externa.
111;Maria Beatriz Gameiro Cordeiro;LETRAS (LINGUÍSTICA, LETRAS E ARTES);Limites e potencialidades da Inteligência Artificial na análise da variação linguística e da adequação da linguagem: um olhar sociolinguístico.;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O objetivo desta pesquisa é analisar se sites geradores de conteúdo - como “ChatGPT” e “Bard”, propiciados pelo avanço da Inteligência Artificial - reconhecem a variação linguística, os significados de expressões regionais e outras heterogeneidades linguísticas e, ainda, se são capazes de apresentar reflexões sobre o nível de formalidade, a “correção” do texto, dentre outros aspectos, em consonância à teoria Sociolinguística. Apesar de relatos de inconsistência nos sistemas, parte-se da hipótese de que haverá alto grau de “acerto” tanto no reconhecimento das variações, bem como na explicação de seu uso e alternância estilística devido ao banco de dados da IA ser gigantesco e controlado por algoritmos poderosos. Essa pesquisa dar-se-á mediante a realização de testes qualitativos e questionamentos a serem feitos à IA. Para tanto, far-se-á uma pesquisa bibliográfica sobre IA e alguns dos principais geradores de conteúdos, bem como da Sociolinguística, área que estuda a variação como sistemática e constitutiva de toda e qualquer linguagem humana. Espera-se obter uma análise da “confiabilidade” desses sistemas para uso escolar e didático no que diz respeito à variação linguística e à adequação da linguagem. Almeja-se, dessa forma, divulgar os benefícios e os cuidados do uso dessas ferramentas à comunidade acadêmica.
112;Antonio Carlos de Souza;ENGENHARIA MECÂNICA (ENGENHARIAS);Aprimorar a Plataforma de Comunicação e Programação de Produção em desenvolvimento para Aplicação em Célula de Manufatura Integrada em Escala Estruturada nos Conceitos de Manufatura Enxuta e Industria 4.0.;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;"O presente projeto de Iniciação Científica está inserido em Projeto contemplado pelo EDITAL 100/2022, o qual consiste em conceber uma plataforma didática voltada para exemplificar uma célula de manufatura. Esta célula de manufatura está fundamentada nos conceitos de manufatura enxuta – lean manufacturing – e segue o modelo de célula de manufatura integrada proposto por Black (1998) em sua obra “O Projeto da Fábrica com Futuro”. Insere-se à esta plataforma os conceitos da Indústria 4.0, de tal forma que, professores e alunos possam confrontar os conceitos destes sistemas de manufatura em sala de aula. O protótipo físico desta célula encontra-se pronto. O Projeto de Iniciação Cientifica em si, tem como meta para a equipe, orientador e aluno, aprimorar a Plataforma de Comunicação e Programação de Produção, que encontra-se em desenvolvimento, a ser aplicada a uma Célula de Manufatura Integrada em escala. Esta Plataforma estará sustentada por: a) sistemas de comunicação entre os postos de trabalho, estoques de matéria prima e peças acabadas, veículo auto guiado (AGV) e gerenciador/programador de produção; b) sistemas de controle de fluxo de materiais e de programação da produção; c) Efetuar a Programação da Produção embasada nos conceitos de Manufatura Enxuta e Indústria 4.0."
113;Gisele Baraldi Messiano;QUÍMICA DOS PRODUTOS NATURAIS (QUÍMICA ORGÂNICA (QUÍMICA (CIÊNCIAS EXATAS E DA TERRA)));Óleo essencial de hibisco (Hibiscus sabdariffa) e sua utilização em bebidas;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O hibisco (Hibiscus sabdariffa L.) é uma planta pertencente à família Malvaceae e gênero Hibiscus, e é cultivado em regiões de clima tropical e subtropical. Também conhecido popularmente como rosela, vinagreira, quiabo-azedo, caruru-da-guiné e azedinha, é uma planta nativa da África Oriental e foi introduzida no Brasil pelos escravos e é rica em compostos bioativos, vitaminas e minerais. Devido suas atividades antioxidante e antimicrobiana, há um aumento na aplicação dessa espécie em diversas áreas, tornando-se importante o estudo da mesma. Assim, o presente projeto de pesquisa visa o estudo fitoquímico dos extratos e óleos essenciais da espécie Hibiscus sabdariffa (hibisco) e sua utilização em bebidas alcoólicas.
114;Plinio Alexandre dos Santos Caetano;ADMINISTRAÇÃO (CIÊNCIAS SOCIAIS APLICADAS);ChatGPT: Afinal, as inteligências artificiais podem perpetuar ou minimizar o preconceito de gênero?;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O crescimento do uso de Inteligências Artificiais (IAs), em especial o ChatGPT, tem sido bastante expressivo, destacando-se por ser capaz de responder perguntas e produzir conteúdos de maneira tão eficiente que, muitas vezes, torna-se difícil discernir entre as respostas de humanos e da própria IA. Nesse sentido, podem ser observadas diversas situações inusitadas em seu uso, tais quais a criação e/ou reprodução de estigmas, preconceitos e comportamentos danosos. Tais situações podem criar ambiguidade em relação ao impacto do ChatGPT na sociedade e ampliar as discussões a respeito de suas vantagens ou, até mesmo, promover grandes reflexões acerca de uma era distópica na qual as IAs possam superar a inteligência humana, como em “O Exterminador do Futuro”, clássico exibido nos cinemas desde o final do século XX, ou mesmo como em alguns romances ficcionais de Isaac Asimov. Nesse sentido, frente ao contexto apresentado, a presente pesquisa buscará compreender, discutir e apurar as nuances do ChatGPT em relação ao preconceito de gênero, em seu modo tradicional e no modo diabo. Espera-se promover uma melhor compreensão do uso das IAs e, especialmente, verificar em que medida esse uso pode acentuar ou minimizar preconceitos de gênero na sociedade humana.
115;Riama Coelho Gouveia;FÍSICA (CIÊNCIAS EXATAS E DA TERRA);REAPROVEITAMENTO SUSTENTÁVEL: PROPOSTA PARA UTILIZAÇÃO DE ÁGUA DA PASTRURIZAÇÃO NA IRRIGAÇÃO DE HORTAS.;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O aumento da população somado ao consumo crescente dos recursos hídricos, colabora para uma perspectiva futura de escassez da água. Dada esta realidade, fica cada vez mais claro que a única maneira de se obter um crescimento sustentável é a partir de processos de produção que utilizem o mínimo de água possível. Observando o processo de produção de cerveja no IFSP Campus Sertãozinho, verificou-se que uma quantidade significativa de água é utilizada, especialmente no processo de pasteurização, e depois é descartada sem aproveitamento. Nesse contexto, esta pesquisa tem como objetivo estudar a viabilidade e elaborar uma proposta para o reaproveitamento da água utilizada na pasteurização da fabricação da cerveja para irrigação da horta, utilizando, caso necessário, fontes de energias renováveis, como a energia solar fotovoltaica, para o transporte da água até um recipiente de armazenamento e/ou seu destino. Para seu desenvolvimento, o trabalho necessitará de pesquisa de campo, para obter dados físicos dos espaços envolvidos e referentes às quantidades de água envolvidas. Também utilizará pesquisa bibliográfica e documental, buscando formas de efetivar o reaproveitamento da água nas condições verificadas pela pesquisa de campo. Espera-se, assim, contribuir para a sustentabilidade das atividades relacionadas à produção de cerveja.
116;Reinaldo Golmia Dante;CIRCUITOS ELETRÔNICOS (CIRCUITOS ELÉTRICOS, MAGNÉTICOS E ELETRÔNICOS (ENGENHARIA ELÉTRICA (ENGENHARIAS)));Elaboração de kits didáticos como instrumentos pedagógicos para o ensino-aprendizagem de Eletrônica;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A compreensão da Eletrônica perpassa pelos conceitos teóricos, em geral, de natureza abstrata, aliados às ações de caráter prático, manifestadas por meio de montagens, medições e análises. Quando o enfoque do ensino de Eletrônica fica restrito tão-somente ao campo teórico, aumenta-se a chance de haver desinteresse dos estudantes por esta área de conhecimento. Oferecer recursos didáticos de cunho prático que estimulem a atenção deles é um modo profícuo de restaurar o equilíbrio. Neste sentido, este projeto de pesquisa tem por objetivo elaborar kits didáticos que permitam, de forma pedagógica, apreender os conceitos fundamentais que os embasam e são apresentados nas aulas práticas de Eletrônica. Ademais, estes kits didáticos visam aprimorar as habilidades manuais dos estudantes dos cursos técnicos em Eletrônica, Automação Industrial e Eletrotécnica, pois eles possibilitarão a interatividade dos discentes na construção de circuitos eletrônicos. Esta é uma das componentes pedagógicas contempladas nesses kits didáticos: a interação não é estática, com a mera demonstração do seu funcionamento, mas ocorre de forma dinâmica com a possibilidade de soldar componentes e integrá-los a outros módulos. Por fim, este projeto piloto almeja tornar o processo de ensino-aprendizagem de Eletrônica mais reflexivo, crítico e atrativo, e será parte de uma pesquisa mais ampla.
117;Andre Luis Dias;ENGENHARIA ELÉTRICA (ENGENHARIAS);Desenvolvimento de estrutura edge computing para utilização de ferramentas de machine learning em processos industriais;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;As tecnologias da Indústria 4.0 representam uma oportunidade para pequenas e médias empresas aprimorarem seus processos produtivos, melhorando a eficiência, reduzindo desperdícios e custos. Considerando que estas empresas possuem recursos limitados para investimento em pesquisa e desenvolvimento, tecnologias como inteligência artificial e internet das coisas podem promover vantagens devido as suas características de baixo custo. Assim, a transformação digital de processos industriais deve incentivar empresas para investimentos em transparência e extração de informações relevantes dos dados de seus processos produtivos.  Neste contexto, este projeto de pesquisa propõe a implementação de uma estrutura edge computing para utilização de ferramentas de machine learning em processos industriais. buscando assim, uma estratégia para aproveitar dados subutilizados do processo industrial, proporcionando a possibilidade de se extrairem informações sobre sua saúde de operação.
118;Andreia Dias Ianuskiewtz;LETRAS (LINGUÍSTICA, LETRAS E ARTES);A Literatura em aulas de Língua Inglesa: um estudo sobre as (im)possibilidades em sala de aula;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A sala de aula é, e sempre foi, um lugar de possibilidades. Muito além de espaço para desenvolvimento do conteúdo curricular, é lugar de trocas de experiências e (re)formulação de identidades.  Na aprendizagem de uma língua estrangeira (LE), os sujeitos não passam a conhecer apenas sua estrutura, mas aprendem também sobre si e sobre o mundo. Nesse processo de ensino-aprendizagem, a Literatura pode ser instrumento enriquecedor da prática docente, tornando a aprendizagem mais significativa e rompendo com abordagens estritamente estruturais do ensino de LE. Portanto, esta pesquisa visa compreender os possíveis caminhos que o ensino de uma LE, no caso, a Língua Inglesa (LI), e a Literatura podem trilhar juntas. Buscamos, dessa forma, refletir sobre possibilidades do ensino de LI por meio da inclusão da literatura nas aulas, ampliando perspectivas de ensino-aprendizagem do idioma.
119;Olavo Henrique Menin;MATEMÁTICA (CIÊNCIAS EXATAS E DA TERRA);Distribuição ótima de vacinas entre populações: aplicação do método de otimização Simulated Annealing a um modelo epidêmico compartimental do tipo suscetível- infeccioso-recuperado;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A vacinação é maneira mais eficaz de combater a propagação de doenças infectocontagiosas. A demanda por doses, no entanto, é, em geral, maior do que a oferta, obrigando os tomadores de decisão a adotar estratégias de vacinação capazes de maximizar os benefícios coletivos. A proposta desse projeto é aplicar o método de otimização Simulated Annealing a um modelo epidêmico compartimental de metapopulação do tipo SIR (suscetível-infeccioso-recuperado) a fim de que encontrar a melhor distribuição vacinasentre as populações. Espera-se que os resultados obtidos, que devem ser apresentados em congressos e publicados em revistas especializadas, possam colaborar com outras pesquisas na área de modelagem epidêmica.
120;Marina Caprio;FUNDAMENTOS DA EDUCAÇÃO (EDUCAÇÃO (CIÊNCIAS HUMANAS));A formação de professores na Resolução CNE 02/2019: o que as pesquisas nos dizem.;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O projeto em questão visa dar continuidade a uma pesquisa sobre a formação de professores no Brasil, focando na compreensão da Resolução nº 02/2019, que estabelece as Diretrizes Curriculares Nacionais para a Formação Inicial de Professores. O texto destaca as dificuldades enfrentadas na formação docente, conforme apontado por Saviani, especialmente a separação entre conhecimentos científicos-culturais e procedimentos didáticos-pedagógicos. O documento de 2019 destaca a ênfase nas competências gerais, substituindo o termo conhecimento por competência. O projeto busca analisar como os pesquisadores brasileiros interpretam essa resolução, investigando possíveis resistências ou aceitação e avaliando as implicações das mudanças na concepção de formação de professores na política educacional. O objetivo geral é compreender as análises das pesquisas brasileiras sobre as Diretrizes Curriculares, enquanto os objetivos específicos incluem estudar a compreensão dos pesquisadores sobre a legislação e entender como as alterações conceituais impactam a política educacional.
121;Nemesio Freitas Duarte Filho;CIÊNCIAS EXATAS E DA TERRA;Jogo educacional para apoio ao ensino e aprendizagem da temática Cidadania Digital utilizando a plataforma Unit;Concluído;2024;[2024 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;"Com o avanço da tecnologia surgiram novas alternativas para potencializar o ensino e aprendizagem, os jogos digitais podem ser de grande ajuda nesse aspecto, onde o aprendiz pode aprender e ao mesmo tempo se entreter. Neste contexto, os jogos vêm sendo utilizados em diversas áreas do conhecimento, possibilitando maior flexibilidade e motivação no ensino e treinamento por parte dos aprendizes. Esta disseminação de conhecimento permite apoiar o ensino nas diferentes áreas de conhecimento, possibilitando motivar professores, tutores e aprendizes em relação a disciplinas e temas mais teóricos e abstratos. O conhecimento sobre conceitos de Cidadania Digital é de grande importância para a sociedade, sendo assim, o apoio à aprendizagem desta temática é de grande ajuda, tanto para os alunos quanto para os professores. Deste modo, este projeto tem como objetivo o desenvolvimento de um jogo educacional utilizando a plataforma Unity; visando o auxílio na aprendizagem da temática de cidadania digital. O jogo utilizará personagens lúdicos e histórias, de forma a ensinar o usuário de maneira simples e objetiva, incentivando a utilização dos conhecimentos adquiridos em aula para a resolução de problemas propostos no decorrer do jogo."
122;Marilia Guimaraes Pinheiro;ADMINISTRAÇÃO (CIÊNCIAS SOCIAIS APLICADAS);Estudo de caso de inclusão digital: avaliação da efetividade de um projeto de extensão;Concluído;2024;[2024 - SRT] Programa Institucional Voluntário de Iniciação Científica e/ou Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A inclusão digital contribui para a democratização do acesso às Tecnologias de Informação e Comunicação (TICs). As TICs desempenham papel fundamental em muitos aspectos do cotidiano e podem representar fator de exclusão econômica e social, especialmente para ingressantes no mercado de trabalho. Este estudo objetiva avaliar a efetividade do projeto de extensão Informática para o Primeiro Emprego de uma unidade do IFSP, instituição de ensino médio técnico, tecnológico e superior, de âmbito federal, realizado em parceria com Centro de Referência da Assistência Social CRAS, instituição municipal, e com a FATEC-SP, instituição de ensino estadual. O projeto ofereceu treinamento em informática básica (internet, processador de texto, apresentação eletrônica e planilha eletrônica) para jovens entre 16 e 20 anos, de baixa renda familiar, selecionados pelo CRAS. Proporcionou práticas em laboratório de informática na FATEC, tendo como instrutores estudantes do curso superior de Tecnologia em Gestão de Recursos Humanos GRH do IFSP. As avaliações de satisfação com o curso foram boas, tanto dos participantes quanto dos instrutores, entretanto a efetividade da iniciativa somente poderá ser aferida pelo seu reflexo na perspectiva da empregabilidade, o que esta pesquisa visa avaliar. Além disso, este estudo pode fornecer subsídios para possíveis melhorias nesta iniciativa de extensão.
123;Olavo Henrique Menin;MATEMÁTICA (CIÊNCIAS EXATAS E DA TERRA);Resolvendo problemas inversos com o método de otimização Simulated Annealing: determinação de parâmetros de modelos epidêmicos compartimentais;Concluído;2024;[2024 - SRT] Programa Institucional Voluntário de Iniciação Científica e/ou Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
124;Eduardo Andre Mossin;EDUCAÇÃO (CIÊNCIAS HUMANAS);A formação continuada de professores em Inteligência Artificial: Uma análise através da perspectiva de docentes de um Curso Técnico Integrado ao Ensino Médio;Concluído;2024;[2024 - SRT] Programa Institucional Voluntário de Iniciação Científica e/ou Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;"De acordo com os dados da Unesco sobre a utilização da Inteligência Artificial (IA) na educação (UNESCO, 2023), apenas sete países desenvolveram ou estavam desenvolvendo programas de formação sobre IA para professores. Isto mostra que, na maioria dos países, os professores não têm acesso a uma formação bem estruturada sobre a utilização da IA na educação. Para preparar os professores para a utilização responsável da IA, é preciso: formular materiais para apoiar os professores na utilização desses sistemas; orientá-los em relação às questões legais e éticas, principalmente no que tange a questões relacionadas à plágio e à promoção dos direitos humanos, igualdade étnico-racial e gênero; definir conhecimentos e competências que os professores necessitam para compreender e utilizar esses sistemas a fim de facilitar a aprendizagem na sala de aula e no seu próprio desenvolvimento profissional.  Assim, busca-se, através de uma pesquisa bibliográfica sobre os temas supracitados e de um questionário aplicado aos docentes do Técnico Integrado em Automação do IFSP Sertãozinho, compreender as expectativas dos professores em relação à incorporação de conhecimentos sobre IA em suas disciplinas e, a partir disso, desenvolver um produto educacional (vídeo) que possa ser utilizado em programas de formação de professores."
125;Luander Bernardes;ASTRONOMIA (CIÊNCIAS EXATAS E DA TERRA);Investigação de exoplanetas do tipo Mini Netunos por meio de Técnicas de Data Mining e Machine Learning em contextos astrobiológicos vinculados à habitabilidade planetária;Concluído;2024;[2024 - SRT] Programa Institucional Voluntário de Iniciação Científica e/ou Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Resumo  A Astrobiologia pode ser compreendida como uma cie?ncia interdisciplinar que busca entender como a vida surgiu, evoluiu e se espalhou pelo Universo. Assim, as pesquisas na a?rea abrangem temas diversos como, por exemplo, o estudo da habitabilidade planeta?ria, a investigac?a?o das atmosferas de exoplanetas, a busca por bioassinaturas que denunciem a presenc?a de vida extraterrestre, a dina?mica dos sistemas planeta?rios, o ensino de cie?ncias etc. A proposta da pesquisa esta? atrelada a? utilizac?a?o de te?cnicas de ana?lise de dados (data mining e procedimentos supervisionados e na?o supervisionados de machine learning) para investigar um conjunto especi?fico de exoplanetas (aqueles que orbitam estrelas do tipo M, G e K) e verificar se eles possuem caracteri?sticas compati?veis com aquelas encontradas na Terra, ou seja, o estudo visa estudar a condic?a?o de habitabilidade planeta?ria em alguns sistemas extrasolares espalhados em uma pequena regia?o da gala?xia. A pesquisa via se concentrar em exoplanetas do tipo Mini Netunos.
